Issue ID,Rule ID,Screen,URL,Issue Frequency,Assistive Technology Combination,Summary,Steps to Reproduce,Actual Result,Expected Result,Screenshot,WCAG Success Criteria,WCAG Conformance Level,Functional Impact,Accessibility Impact / Severity,Instances,Disability Affected,Recommendation,QA Status,QA Comment,QA Screencast,QA Recommendation,,,,
80,man-zoom-9,PGA Tour – Players,https://www.pgatour.com/players.html,Global,Windows/Chrome,Content is not visible when zooming browser to 200%,"1. Open the Display Settings.
2. Set the Scale to 100% and Display Resolution to 1366x768.
3. Open the URL in Chrome.
4. Press the CTRL and + keys at the same time.
5. Increase the browser zoom to 200%.
6. Search for main content and notice that frame ""Fedexcup Standings""   is not visible.","Frame ""Fedexcup standings"" goes beyond the user's visual range and it's rendered incomprehensible because the context is lost.",The content adapts itself to the current viewport and has a logic sequence with the context around it without losing coherence.,https://www.screencast.com/t/4aInH9i4,1.4.4,AA,High,Critical,,"Cognitive, Visual","1. Check the display properties and the DOM structure.
2. Use the CSS media query to adjust the properties when zooming the browser to 200%. 

Also ensure that the height and width of content containers are specified using dynamic units like '%', 'em', 'vh' and 'vw'.

Refer to:
https://developer.mozilla.org/en-US/docs/Web/CSS/@media
https://www.w3.org/Style/Examples/007/units.en.html",Open,,,,,,,
81,man-zoom-9,PGA Tour - past Results,https://www.pgatour.com/tournaments/wyndham-championship/past-results.html,Individual,Windows/Chrome,Content is not visible when zooming browser to 200%,"1. Open the Display Settings.
2. Set the Scale to 100% and Display Resolution to 1366x768.
3. Open the URL in Chrome.
4. Press the CTRL and + keys at the same time.
5. Increase the browser zoom to 200%.
6. Search for main content and notice that table Players score ""Rounds "" data  is not visible.","Table players score ""Rounds"" data goes beyond the user's visual range and it's rendered incomprehensible because the context is lost.",The content adapts itself to the current viewport and has a logic sequence with the context around it without losing coherence.,https://www.screencast.com/t/azr5yvkuT,1.4.4,AA,High,Critical,,"Cognitive, Visual","1. Check the display properties and the DOM structure.
2. Use the CSS media query to adjust the properties when zooming the browser to 200%. 

Also ensure that the height and width of content containers are specified using dynamic units like '%', 'em', 'vh' and 'vw'.

Refer to:
https://developer.mozilla.org/en-US/docs/Web/CSS/@media
https://www.w3.org/Style/Examples/007/units.en.html",Open,,,,,,,
82,man-zoom-9,"PGA Tour - Statistics Tab (Templated)
 ",https://www.pgatour.com/stats/categories.ROTT_INQ.html,Global,Windows/ Chrome,Content is not visible when zooming browser to 200%,"1. Open the Display Settings.
2. Set the Scale to 100% and Display Resolution to 1366x768.
3. Open the URL in Chrome.
4. Press the CTRL and + keys at the same time.
5. Increase the browser zoom to 200%.
6. Search for <tester to complete the section/region> and notice how <the element> is not visible.","Tee times like: (R cabrera Bello-6:50 am,T hoge- 6:50am ...etc) goes beyond the user's visual range and it's rendered incomprehensible because the context is lost.",The content adapts itself to the current viewport and has a logic sequence with the context around it without losing coherence.,"https://www.screencast.com/t/AnLxp9oq7cF9 

https://www.screencast.com/t/Jy5P091bzHx 
 
https://www.screencast.com/t/irqxZHoGZt ",1.4.4,AA,High,Critical,"1. PGA Tour Scheduling – Tournaments – Plan on Visiting (Templated) > look for content's inside twitter section, TOURNAMENT FEED : A similar issue is observed on the webpage.. 
2. Leaderboards > heading ""Don't Miss This"" and its content is not visible.","Cognitive, Visual","1. Check the display properties and the DOM structure.
2. Use the CSS media query to adjust the properties when zooming the browser to 200%. 

Also ensure that the height and width of content containers are specified using dynamic units like '%', 'em', 'vh' and 'vw'.

Refer to:
https://developer.mozilla.org/en-US/docs/Web/CSS/@media
https://www.w3.org/Style/Examples/007/units.en.html",Open,,,,,,,
83,man-zoom-3,"PGA Tour - Statistics Tab (Templated)
 ",https://www.pgatour.com/stats/categories.ROTT_INQ.html,Individual,Windows/ Chrome,Content is not visible when zooming browser to 400%,"1. Open the Display Settings.
2. Set the Scale to 100% and Display Resolution to 1366x768.
3. Open the URL in Chrome.
4. Press the CTRL and + keys at the same time.
5. Increase the browser zoom to 400%.
6. Search for Header region and notice how elements are not visible.","Tee times like:( R cabrera Bello-6:50 am,T hoge- 6:50am ...etc) goes beyond the user's visual range and it's rendered incomprehensible because the context is lost.",The content adapts itself to the current viewport and has a logic sequence with the context around it without losing coherence.,https://www.screencast.com/t/vUi8pStw,1.4.10,AA,High,High,"1. Leaderboards: hamburger menu  tabs ""PGA TOUR, PGA TOUR CHAMPIONS, KORN FERRY TOUR, MACKENZIE TOUR, FORME TOUR, PGA TOUR Latinoamérica"" and its contents aren't visible for ex - edit field ""Your email address "" , button ""Sign up"" graphics ""get the latest advice, What's new, hot on the PGA TOUR etc."" and links also  notice content is not visible.
[Screencast : https://www.screencast.com/t/eYsMvgp1Ia6 ]
2. Leaderboards > navigation landmark and table header > notice some of content is not visible.
[Screencast : https://www.screencast.com/t/VBebbEvY ]
3. Leaderboards:  table header button ""icon-article""  some of head's content, graphics and left side content are not visible.
[Screencast : https://www.screencast.com/t/VW5eDxh1 ]
4. Leaderboards: heading ""Don't Miss This"" and its contents : same instance found - Global
[Screencast : https://www.screencast.com/t/oBH2rr4Ml1 ].
5. PGA Tour Schedule:  look for table column : same issue found.
[Screencast : https://www.screencast.com/t/LSj2tJSO ].
5. PGA Tour Scheduling – Tournaments – Plan on Visiting (Templated) - look for contents inside headings ""FOLLOW US , TOURNAMENT FEED"" : same issue found.
[Screencast : https://www.screencast.com/t/xGFikdZfYBZ, https://www.screencast.com/t/40xcmrW5 ].","Cognitive, Visual","1. Check the display properties and the DOM structure.
2. Use the CSS media query to adjust the properties when zooming the browser to 400%. 

Also ensure that the height and width of content containers are specified using dynamic units like '%', 'em', 'vh' and 'vw'.

Refer to:
https://developer.mozilla.org/en-US/docs/Web/CSS/@media
https://www.w3.org/Style/Examples/007/units.en.html",Open,,,,,,,
84,man-key-7,"PGA Tour - Statistics Tab Details (Templated)
",https://www.pgatour.com/stats/stat.02567.html,Global,Windows/ Chrome,Focus is not visible on elements,"1. Go to the URL.
2. Navigate the page using the keyboard.","Focus is not visible on combobox ""Season ,Time Period, and Tournament"" while the user is navigating through focusable elements with the keyboard.

Having a visual reference as to where the user is positioned on the page is important to make navigation easier for keyboard-only users and people with cognitive disabilities or attention disorders.","Focus border is visible around all the focusable elements.
",https://www.screencast.com/t/IjYLHuJ4,2.4.7,AA,Low,High,A similar issue is observed with the similar elements throughout the application.,"Cognitive, Visual, Physical","Provide a visible border/outline on each interactive element using CSS.

Refer to:
https://www.w3.org/TR/UNDERSTANDING-WCAG20/navigation-mechanisms-focus-visible.html
https://www.w3.org/TR/2016/NOTE-WCAG20-TECHS-20161007/C15",Open,,,,,,,
85,man-auto-18,"PGA Tour - Statistics Tab Details (Templated)
",https://www.pgatour.com/stats/stat.02567.html,Global,Windows/ Chrome,ARIA input fields must have an accessible name,"1. Go to the URL.
2. Open the Browser Console.
3. Run aXe scan.
4. Look for the issue""ARIA input fields must have an accessible name"" as it is displayed on aXe results section and select ""Inspect"" button to be taken to the block of code where the issue is located.","The aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty.",Ensure every ARIA input field has an accessible name.,https://www.screencast.com/t/53u2MHanki,4.1.2,A,Low,High,,"Visual, Cognitive","Use a <select> tag and associate it with its <label>. This tag will also announce the state of the element (expanded/collapsed) without the need of ARIA attributes.

Refer to:
https://www.w3schools.com/tags/tag_select.asp",Open,,,,,,,
86,man-key-19,Footer,https://www.pgatour.com/,Global,Windows/ Chrome,Incorrect focus visibility,"1. Go to the Home Page.
2. Navigate the page using the keyboard.
3. Notice when reaching elements ""don't miss this play now dominate your season... log in ,about ...etc"", focus is not fully visible.","Focus is not fully visible on the element when the user navigates through the focusable elements with the keyboard.

Having a visual reference as to where the user is positioned on the page is important to make navigation easier for keyboard-only users and people with cognitive disabilities or attention disorders.","Focus border is visible around all the focusable elements.

The color contrast ratio of the focus border against the element's background should be of at least 4.5:1.
",https://www.screencast.com/t/KMjJDBbrXNW,2.4.7,AA,High,High,,"Cognitive, Visual, Physical","Provide a visible border on each interactive element using CSS. Review absolute values such as ""top"", ""right"" to make sure focus is fully visible.

Refer to:
https://www.w3.org/TR/UNDERSTANDING-WCAG20/navigation-mechanisms-focus-visible.html
https://www.w3.org/TR/2016/NOTE-WCAG20-TECHS-20161007/C15
",Open,,,,,,,
87,man-key-18,"PGA Tour- Fantasy
",https://www.pgatour.com/fantasy.html,Individual,Windows/ Chrome,"(Button)
 not triggerable through keyboard","1. Go to the URL.
2. Navigate through the page using the keyboard until you reach the twitterFeed ""Load more button"" .
3. Notice that focus does not reach the ""Load more button"".
","Focus does not reach""Load more button"".

This is important for users with motor impairments who navigate through the page using keyboard only.",Focus reaches the element.,https://www.screencast.com/t/K2jbRYjkkC,2.1.1,A,High,Critical,,"Visual, Physical","Use the proper <button> tag.

OR

Use a tabindex=""0"" attribute to make the item focusable. 
 Add a role=""button"". Also, make sure the element can be triggered when using the SPACE bar or ENTER key. 

Refer to: https://developer.mozilla.org/en-US/docs/Web/Accessibility/ARIA/Roles/button_role",Open,,,,,,,
88,man-cc-1,"PGA Tour- Fantasy
",https://www.pgatour.com/fantasy.html,Individual,Windows/ Chrome,Insufficient non-text contrast,"1. Go to the URL.
2. Browse through the page until reaching icon ""like this twitter, reply, and retweet"".
3. Measure the contrast ratio between the icon ""like this twitter, reply, and retweet"" and the background color.","The color contrast ratio between the icon ""like this twitter, reply, and retweet"" and its background is less than 3.0:1.","The color contrast ratio between the icon ""like this twitter, reply, and retweet"" and its background is of at least of 3.0:1.",https://www.screencast.com/t/tpRHjMBGr,1.4.11,AA,Low,High,,Visual,"Make sure that the element has a contrast ratio of at least 3.0:1.

Good color option: 
Background: #F7F7F7
Foreground: #404040

For more color options:
https://contrast-finder.tanaguru.com/
http://colorsafe.co/

Refer to:
https://www.w3.org/WAI/WCAG21/Understanding/non-text-contrast.html
https://www.w3.org/WAI/GL/low-vision-a11y-tf/wiki/Contrast_(Minimum)",Open,,,,,,,
89,man-cc-2,"PGA Tour- Fantasy
",https://www.pgatour.com/fantasy.html,Individual,Windows/ Chrome,Insufficient color contrast,"1. Go to the URL.
2. Browse through the page until reaching  ""Tweet""and search for text ""like(@3MOpen)"".
3. Use Colour Contrast Analyzer to measure the contrast ratio.","The color contrast ratio between the text ""like(@3MOpen)"" and its background is less than 4.5:1.","The color contrast ratio of Text ""like(@3MOpen)"" and its background is of at least 4.5:1.",https://www.screencast.com/t/JHPcO8j59i,1.4.3,AA,Low,High,,Visual,"Make sure that the element has a contrast ratio of at least 4.5:1.

Good color option: 
Foreground: #0E558B
Background: #FFFFFF

For more color options:
https://contrast-finder.tanaguru.com/
http://colorsafe.co/

Refer to:
https://www.w3.org/WAI/WCAG21/Understanding/contrast-minimum.html
https://www.w3.org/TR/WCAG20-TECHS/G18.html
https://www.w3.org/WAI/GL/low-vision-a11y-tf/wiki/Contrast_(Minimum)
",Open,,,,,,,
